0,1377,493,1
1,1377,493,1
2,1377,493,1
3,1377,493,1
4,1377,493,1
5,1377,493,1
6,-1,-1,0
7,1377,493,1
8,1377,493,1
9,1377,493,1
10,1377,493,1
11,1377,493,1
12,1377,493,1
13,1377,493,1
14,1377,493,1
15,1377,493,1
16,1377,493,1
17,1377,493,1
18,1377,493,1
19,1377,493,1
20,1377,493,1
21,1377,493,1
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,1228,476,1
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,1246,425,1
37,-1,-1,0
38,-1,-1,0
39,1263,407,1
40,1269,407,1
41,1275,408,1
42,1277,410,1
43,1284,415,1
44,1289,423,1
45,1292,427,1
46,1297,437,1
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,1333,510,1
67,-1,-1,0
68,-1,-1,0
69,1325,488,1
70,1321,484,1
71,1318,483,1
72,1315,483,1
73,1312,486,1
74,1308,492,1
75,1307,495,1
76,1304,504,1
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,1275,548,1
85,1270,548,1
86,1266,550,1
87,1263,552,1
88,1263,552,1
89,1260,559,1
90,1260,559,1
91,1260,559,1
92,1254,568,1
93,1251,574,1
94,1251,574,1
95,1246,573,1
96,1246,573,1
97,1241,572,1
98,1241,572,1
99,1238,571,1
100,1238,571,1
101,1232,575,1
102,1232,575,1
103,1227,581,1
104,1227,581,1
105,1224,582,1
106,1224,582,1
107,1219,582,1
108,1219,582,1
109,1213,584,1
110,1213,584,1
111,1211,588,1
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,-1,-1,0
122,-1,-1,0
123,-1,-1,0
124,-1,-1,0
125,-1,-1,0
126,-1,-1,0
127,-1,-1,0
128,-1,-1,0
129,-1,-1,0
130,-1,-1,0
131,-1,-1,0
132,1162,603,1
133,1162,603,1
134,1160,605,1
135,1160,605,1
136,1155,605,1
137,1155,605,1
138,-1,-1,0
139,1148,608,1
140,1148,608,1
141,1142,611,1
142,1142,611,1
143,1137,613,1
144,1137,613,1
145,1134,613,1
146,1134,613,1
147,1127,615,1
148,1124,617,1
149,1121,618,1
150,1114,619,1
151,1108,621,1
152,1108,621,1
153,1105,622,1
154,1098,623,1
155,1094,625,1
156,1093,625,1
157,1086,626,1
158,1086,626,1
159,1082,626,1
160,1082,626,1
161,1079,628,1
162,1078,628,1
163,1073,630,1
164,1073,630,1
165,1067,631,1
166,1067,631,1
167,1061,634,1
168,1061,634,1
169,1060,634,1
170,1060,634,1
171,1054,636,1
172,1054,636,1
173,1049,636,1
174,1047,637,1
175,1047,637,1
176,1041,638,1
177,1041,638,1
178,1037,640,1
179,1037,640,1
180,-1,-1,0
181,-1,-1,0
182,-1,-1,0
183,-1,-1,0
184,-1,-1,0
185,-1,-1,0
186,-1,-1,0
187,-1,-1,0
188,-1,-1,0
189,-1,-1,0
190,-1,-1,0
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,-1,-1,0
201,986,655,1
202,986,655,1
203,983,656,1
204,983,656,1
205,978,657,1
206,978,657,1
207,974,657,1
208,974,657,1
