0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,1526,717,1
102,-1,-1,0
103,1487,619,1
104,-1,-1,0
105,1462,523,1
106,-1,-1,0
107,1453,448,1
108,-1,-1,0
109,1445,425,1
110,-1,-1,0
111,1440,407,1
112,-1,-1,0
113,1434,394,1
114,-1,-1,0
115,1429,383,1
116,1428,383,1
117,1423,378,1
118,1418,375,1
119,1418,375,1
120,1418,375,1
121,1413,375,1
122,1409,377,1
123,1409,377,1
124,1409,377,1
125,1404,383,1
126,-1,-1,0
127,1401,392,1
128,-1,-1,0
129,1396,404,1
130,-1,-1,0
131,1393,417,1
132,1393,417,1
133,-1,-1,0
134,-1,-1,0
135,1384,451,1
136,1384,451,1
137,-1,-1,0
138,-1,-1,0
139,1378,495,1
140,1378,495,1
141,-1,-1,0
142,1376,517,1
143,-1,-1,0
144,1372,544,1
145,1372,544,1
146,-1,-1,0
147,1372,574,1
148,-1,-1,0
149,1369,602,1
150,1369,602,1
151,1365,596,1
152,1365,596,1
153,1363,571,1
154,1362,570,1
155,1362,570,1
156,-1,-1,0
157,-1,-1,0
158,1351,533,1
159,1351,533,1
160,-1,-1,0
161,-1,-1,0
162,1284,567,1
163,1284,567,1
164,-1,-1,0
165,1254,587,1
166,-1,-1,0
167,1235,576,1
168,1235,576,1
169,-1,-1,0
170,1213,569,1
171,-1,-1,0
172,1193,568,1
173,-1,-1,0
174,1172,568,1
175,-1,-1,0
176,1155,571,1
177,1155,571,1
178,-1,-1,0
179,-1,-1,0
180,-1,-1,0
181,1118,581,1
182,1118,581,1
183,-1,-1,0
184,1100,591,1
185,-1,-1,0
186,1081,598,1
187,-1,-1,0
188,1058,594,1
189,-1,-1,0
190,1036,589,1
191,1036,589,1
192,-1,-1,0
193,1014,589,1
194,-1,-1,0
195,989,590,1
196,-1,-1,0
197,964,597,1
198,-1,-1,0
199,937,603,1
200,937,603,1
201,-1,-1,0
202,908,614,1
203,-1,-1,0
204,878,614,1
205,878,614,1
206,-1,-1,0
207,-1,-1,0
208,819,625,1
209,819,625,1
210,-1,-1,0
211,790,629,1
212,-1,-1,0
213,761,632,1
214,761,632,1
215,-1,-1,0
216,732,633,1
217,-1,-1,0
218,705,633,1
219,-1,-1,0
220,680,637,1
221,-1,-1,0
222,655,641,1
223,655,641,1
224,-1,-1,0
225,634,638,1
226,-1,-1,0
227,-1,-1,0
228,-1,-1,0
229,-1,-1,0
230,-1,-1,0
231,-1,-1,0
232,-1,-1,0
233,-1,-1,0
234,-1,-1,0
235,-1,-1,0
236,540,642,1
237,540,642,1
238,-1,-1,0
239,519,645,1
240,-1,-1,0
241,500,646,1
242,-1,-1,0
243,481,647,1
244,-1,-1,0
245,464,648,1
246,464,648,1
247,-1,-1,0
248,446,650,1
249,-1,-1,0
250,428,650,1
251,428,650,1
252,-1,-1,0
253,-1,-1,0
254,395,654,1
255,395,654,1
256,-1,-1,0
257,377,655,1
258,-1,-1,0
259,361,657,1
260,361,656,1
261,-1,-1,0
262,-1,-1,0
263,330,657,1
264,330,657,1
