0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,-1,-1,0
51,-1,-1,0
52,-1,-1,0
53,-1,-1,0
54,-1,-1,0
55,-1,-1,0
56,-1,-1,0
57,-1,-1,0
58,-1,-1,0
59,-1,-1,0
60,-1,-1,0
61,-1,-1,0
62,-1,-1,0
63,-1,-1,0
64,-1,-1,0
65,-1,-1,0
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,-1,-1,0
80,-1,-1,0
81,-1,-1,0
82,-1,-1,0
83,-1,-1,0
84,-1,-1,0
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,-1,-1,0
91,-1,-1,0
92,-1,-1,0
93,-1,-1,0
94,-1,-1,0
95,-1,-1,0
96,-1,-1,0
97,-1,-1,0
98,-1,-1,0
99,-1,-1,0
100,-1,-1,0
101,-1,-1,0
102,-1,-1,0
103,-1,-1,0
104,-1,-1,0
105,-1,-1,0
106,-1,-1,0
107,-1,-1,0
108,-1,-1,0
109,-1,-1,0
110,-1,-1,0
111,-1,-1,0
112,-1,-1,0
113,-1,-1,0
114,-1,-1,0
115,-1,-1,0
116,-1,-1,0
117,-1,-1,0
118,-1,-1,0
119,-1,-1,0
120,-1,-1,0
121,956,483,1
122,-1,-1,0
123,968,492,1
124,-1,-1,0
125,979,508,1
126,979,508,1
127,-1,-1,0
128,-1,-1,0
129,1004,541,1
130,1004,541,1
131,-1,-1,0
132,1016,564,1
133,-1,-1,0
134,1034,590,1
135,1034,590,1
136,-1,-1,0
137,1049,619,1
138,-1,-1,0
139,1062,649,1
140,1062,649,1
141,-1,-1,0
142,1078,681,1
143,-1,-1,0
144,1094,714,1
145,-1,-1,0
146,1116,679,1
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,1176,567,1
153,1176,567,1
154,-1,-1,0
155,1192,542,1
156,-1,-1,0
157,1211,518,1
158,1211,518,1
159,-1,-1,0
160,1230,498,1
161,-1,-1,0
162,1244,480,1
163,1244,480,1
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,1169,455,1
168,-1,-1,0
169,1131,450,1
170,-1,-1,0
171,1093,445,1
172,-1,-1,0
173,1055,442,1
174,-1,-1,0
175,1016,443,1
176,-1,-1,0
177,977,449,1
178,977,449,1
179,-1,-1,0
180,947,457,1
181,947,457,1
182,-1,-1,0
183,915,467,1
184,-1,-1,0
185,883,479,1
186,-1,-1,0
187,851,499,1
188,-1,-1,0
189,818,518,1
190,818,518,1
191,-1,-1,0
192,-1,-1,0
193,-1,-1,0
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,-1,-1,0
201,-1,-1,0
202,-1,-1,0
203,-1,-1,0
204,-1,-1,0
205,-1,-1,0
206,-1,-1,0
207,579,501,1
208,579,501,1
209,-1,-1,0
210,-1,-1,0
211,524,508,1
212,-1,-1,0
213,496,516,1
214,-1,-1,0
215,470,526,1
216,469,526,1
217,-1,-1,0
218,-1,-1,0
219,414,522,1
220,414,522,1
221,-1,-1,0
222,-1,-1,0
223,-1,-1,0
224,362,504,1
225,362,504,1
226,-1,-1,0
227,336,502,1
228,-1,-1,0
229,312,502,1
230,312,501,1
231,-1,-1,0
232,-1,-1,0
233,263,509,1
234,263,509,1
235,-1,-1,0
236,238,517,1
237,-1,-1,0
238,214,521,1
239,214,521,1
240,-1,-1,0
241,-1,-1,0
242,166,502,1
243,166,502,1
244,-1,-1,0
245,145,498,1
246,-1,-1,0
247,121,496,1
248,121,496,1
249,-1,-1,0
250,-1,-1,0
251,76,500,1
252,76,500,1
253,-1,-1,0
254,55,507,1
255,-1,-1,0
256,33,508,1
257,-1,-1,0
258,21,501,1
259,21,501,1
260,15,500,1
261,15,500,1
